,Name,Year,Height,Hometown/HS,Team
4,Danielle Christian,Jr,5'10,"St Croix, U.S. Virgin Islands",Tampa
5,Gabbi Pacatte,Jr,5'9,"Buffalo, N.Y.",Tampa
6,Gen Beaumier,Jr,5'11,"Venice, Fl",Tampa
7,Katie McKiel,So,5'11,"Colorado Springs, Co",Tampa
8,Kenzie Erickson,So,5'6,"Wildwood, Mo",Tampa
9,Leigh Buttner,GS,5'11,"St Petersburg, Fl",Tampa
10,Marisa Beisner,Jr,5'4,"Port Charlotte, Fl",Tampa
11,Melissa Elias,Fr,5'11,"Lake Mary, Fl",Tampa
12,Melody Morales,Jr,5'8,"Manati, P.R.",Tampa
13,Nicole Dominguez,So,5'8,"Apopka, Fl",Tampa
14,Nylah Demps,Fr,6'0,"Tallahassee, Fl",Tampa
15,Sarah Moore,Jr,5'9,"Alexandria, Va",Tampa
16,Sorrel  Houghton,Fr,6'0,"Osteen, Fl",Tampa
17,Taylor George,Fr,5'7,"Jupiter, Fl",Tampa
0,Allie Geary,Sr,6'2,"Deland, Fl",Florida Southern
1,Anna Tovo,Sr,5'11,"Aiken, SC",Florida Southern
2,Casey Slezak,Fr,5'1,"Naperville, Il",Florida Southern
3,Courtney Charneco,So,5'10,"Pembroke Pines, Fl",Florida Southern
4,Emily Jones,Fr,5'9,"Auburndale, Fl",Florida Southern
5,Gabbi Fresh,,,,Florida Southern
6,Katelin Umberhandt,Fr,5'9,"Hapeville, Ga",Florida Southern
7,Katie Lowe,Jr,5'8,"Winter Park, Fl",Florida Southern
8,Katie Bergeron,Fr,5'8,"Danvers,Il",Florida Southern
9,Kayla Dumon,Fr,5'3,"Lecanto, Fl",Florida Southern
10,Kayla Trefren,Fr,5'10,"Hotchkiss, Co",Florida Southern
11,Lauren Kenny,Sr,5'11,"Erie, Pa",Florida Southern
12,Makena Wilson,So,5'7,"Chula Vista, Ca",Florida Southern
13,Morgan Cleary,Fr,5'5,"Hernando, Fl",Florida Southern
14,Nicole Mattson,,,,Florida Southern
15,Sydney Marshall,Sr,6'1,"Norcross, Ga",Florida Southern
0,Allie Daul,Fr,,"Grayslake, Ill",Saint Leo
1,Anna Garrett,Fr,,"Merritt Island, Fl",Saint Leo
2,Annabella Arcari,Fr,,"Shelby Township, Mi",Saint Leo
3,Ashley Quero,Fr,,"Hialeah, Fl",Saint Leo
4,Avery Bradshaw,So,,"Tampa, Fl",Saint Leo
5,Britt Sederholm,Sr,,"Ogden, Ut",Saint Leo
6,Brooke Turner,Fr,,"Tampa, Fl",Saint Leo
7,Dallas Jasper,So,,"Annapolis, Md",Saint Leo
8,Fabiola Rosado,Fr,,"Lakeland, Fl",Saint Leo
9,Jamee Townsend,GS,,"Plant City, Fl",Saint Leo
10,Jenya Kruglova,Sr,,"Moscow, Russia",Saint Leo
11,Maddy Powell,Sr,,"Tampa, Fl",Saint Leo
12,Nina Vattovaz,Fr,,"Trieste, Italy",Saint Leo
13,Paloma Da Silva,Sr,,"Pocos De Caldas, Brazil",Saint Leo
14,Reggie Van Devender,So,,"Phoenix, Az",Saint Leo
15,Victoria Omoregie,Fr,,"Tampa, Fl",Saint Leo
0,Amanda Chapa,So,5'5,"Pearland, Tx",Abilene Christian
1,Amy Weiss,Jr,5'9,"Midwest Creek, Ok",Abilene Christian
2,Brooke Riley,So,5'7,"Allen, Tx",Abilene Christian
3,Courtney Miller,So,6'0,"San Antonio, Tx",Abilene Christian
4,Eighmy Dobbins,So,5'10,"San Antonio, Tx",Abilene Christian
5,Jacey Smith,Jr,5'11,"Wimberley, Tx",Abilene Christian
6,Katelyn Mueller,Fr,6'0,"Sugar Land, Tx",Abilene Christian
7,Kendall Bosse,Jr,5'11,"Ingram, Tx",Abilene Christian
8,Kennedy Shelstead,Jr,6'0,"Lewisville, Tx",Abilene Christian
9,Lauren Walker,Jr,5'10,"Round Rock, Tx",Abilene Christian
10,Lexie Rawls,Fr,5'6,"Lubbock, Tx",Abilene Christian
11,Lillan Drever,Jr,5'3,"Copperas Cove, Tx",Abilene Christian
12,Lorin McNeil,Fr,5'11,"Rockwall, Tx",Abilene Christian
13,Makenzie Kesler,So,6'0,"Coppell, Tx",Abilene Christian
14,Maybeth Sandercox,So,5'11,"Lubbock, Tx",Abilene Christian
15,Mikai Brown,Jr,5'8,"Longview, Tx",Abilene Christian
16,Paris Cosley,Fr,5'11,"Round Rock, Tx",Abilene Christian
17,Peyton Boutwell,So,6'3,"Lake Oswego, Or",Abilene Christian
18,Sofia Resendiz,So,5'7,"San Antonio, Tx",Abilene Christian
0,Angel Carroll,Fr,5'4,"Roy, Wa",Vanguard
1,Bree Bolton,Fr,5'8,"Riverside, Ca",Vanguard
2,Charity Dennis,Jr,5'8,"Cypress, Ca",Vanguard
3,Dani Erdelatz,So,5'9,"Stockton, Ca",Vanguard
4,Eliana Johnson,Fr,6'0,"Scottsdale, Az",Vanguard
5,Gabby Morrison,Fr,5'10,"Paso Robles, Ca",Vanguard
6,Hannah Holder,So,6'1,"Irvine, Ca",Vanguard
7,Karli Burk,Fr,5'6,"Yucaipa, Ca",Vanguard
8,Karly Cantu,So,5'5,"Spokane, Wa",Vanguard
9,Kayla Tinker,Jr,5'9,"San Clemente, Ca",Vanguard
10,Kelli Dowell,Jr,5'8,"Redlands, Ca",Vanguard
11,Mackenzie Mitchell,Fr,5'3,"Costa Mesa, Ca",Vanguard
0,Adriana Skipper,Sr,5'5,"Grand Prairie, Tx",Ottawa
1,Alexandria Baker,Fr,5'7,"Westville, Ok",Ottawa
2,Ayona Tharps,Fr,5'10,"Collinsville, Ill",Ottawa
3,Breanna Vail,Fr,5'11,"Oswego, Ks",Ottawa
4,Brooke Fearka,So,5'6,"Arlington, Tx",Ottawa
5,Caitlyn Cox,Fr,5'10,"Norton, Ks",Ottawa
6,Courtney Wheeler,Fr,5'11,"Gardner, Ks",Ottawa
7,Destiny Crowder,Fr,5'7,"Ponca City, Ok",Ottawa
8,Heather Huesman,So,5'5,"Overland Park, Ks",Ottawa
9,Jamie Tonasket,Fr,5'9,"Raytown, Mo",Ottawa
10,Jordan Wood,Fr,5'3,"Warrensburg, Mo",Ottawa
11,Julianna Strode,Fr,5'10,"Bakersville, Ca",Ottawa
12,Kenna Hall,Jr,6'1,"Desoto, Ks",Ottawa
13,Liz Heit,Jr,5'5,"Augusta, Ks",Ottawa
14,Makayla Aspegren,So,5'11,"Omaha, Ne",Ottawa
15,Makayla Baker,Fr,5'7,"Westville, Ok",Ottawa
16,Marissa Chalmers,Jr,5'9,"Lancaster, Tx",Ottawa
17,Mikayla Wheeler,Fr,5'5,"Platte City, Mo",Ottawa
18,Paige Krone,Fr,5'9,"Bonner Springs, Ks",Ottawa
19,Stefanie Mitchell,Jr,5'9,"Chappell, Ne",Ottawa
20,Yuleika Jimenez,So,6'0,"Caracas, Venezuela",Ottawa
0,Ada Nadzakova,So,5'11,Beverly Hills HS,Santa Monica College
1,Althea Roble,,,University HS,Santa Monica College
2,Anna Engel,,,Yula HS,Santa Monica College
3,Camyrne Sommaripa,Fr,6'1,La Quinta HS,Santa Monica College
4,Carissa Avina-Beltran,So,5'4,,Santa Monica College
5,Chelsea Bostwick,So,6'0,Malibu HS,Santa Monica College
6,Elena Eckardt,Fr,5'10,Palm Springs HS,Santa Monica College
7,Emmeline Clark,Fr,5'7,,Santa Monica College
8,Hannah Douglass,So,5'9,Highland HS,Santa Monica College
9,Kelsi Pich,So,5'6,Stevenson HS,Santa Monica College
10,Megan Yoon,So,5'3,Culver City HS,Santa Monica College
11,Morgan Tarpley,So,5'7,Culver City HS,Santa Monica College
12,Paula  Hicks,Fr,5'7,Palmdale HS,Santa Monica College
13,Taylor Burke,So,5'4,Culver City HS,Santa Monica College
0,Ada Nadzakova,So,5'11,Beverly Hills HS,Marin College
1,Althea Roble,,,University HS,Marin College
2,Anna Engel,,,Yula HS,Marin College
3,Camyrne Sommaripa,Fr,6'1,La Quinta HS,Marin College
4,Carissa Avina-Beltran,So,5'4,,Marin College
5,Chelsea Bostwick,So,6'0,Malibu HS,Marin College
6,Elena Eckardt,Fr,5'10,Palm Springs HS,Marin College
7,Emmeline Clark,Fr,5'7,,Marin College
8,Hannah Douglass,So,5'9,Highland HS,Marin College
9,Kelsi Pich,So,5'6,Stevenson HS,Marin College
10,Megan Yoon,So,5'3,Culver City HS,Marin College
11,Morgan Tarpley,So,5'7,Culver City HS,Marin College
12,Paula  Hicks,Fr,5'7,Palmdale HS,Marin College
13,Taylor Burke,So,5'4,Culver City HS,Marin College
0,Abigail Weaver,Fr,5'10,"Apopka, Fl",Southeastern
1,Courtney Krause,Fr,5'9,"Venice, Fl",Southeastern
2,Emily Boehlein,Fr,6'0,"Gainesville, Fl",Southeastern
3,Hannah Kinlaw,Jr,5'8,"Jacksonville, Fl",Southeastern
4,Hannah Kaszubowski,Fr,5'7,"Sebring, Fl",Southeastern
5,Isabella La Vassaur,Fr,,"Sarasota, Fl",Southeastern
6,Kaity Reed,Fr,,"Princeton, In",Southeastern
7,Kelsey Morton,Sr,6'0,"Plant City, Fl",Southeastern
8,Keniah Rivera Santiago,Jr,5'3,"Naguabo,P.R.",Southeastern
9,Kiana Sawtelle,R-Fr,5'8,"Stuart, Fl",Southeastern
10,Natalie Anderson,Jr,5'7,"Tualatin, Or",Southeastern
0,Abigail Weaver,Fr,5'10,"Apopka, Fl",San Mateo College
1,Courtney Krause,Fr,5'9,"Venice, Fl",San Mateo College
2,Emily Boehlein,Fr,6'0,"Gainesville, Fl",San Mateo College
3,Hannah Kinlaw,Jr,5'8,"Jacksonville, Fl",San Mateo College
4,Hannah Kaszubowski,Fr,5'7,"Sebring, Fl",San Mateo College
5,Isabella La Vassaur,Fr,,"Sarasota, Fl",San Mateo College
6,Kaity Reed,Fr,,"Princeton, In",San Mateo College
7,Kelsey Morton,Sr,6'0,"Plant City, Fl",San Mateo College
8,Keniah Rivera Santiago,Jr,5'3,"Naguabo,P.R.",San Mateo College
9,Kiana Sawtelle,R-Fr,5'8,"Stuart, Fl",San Mateo College
10,Natalie Anderson,Jr,5'7,"Tualatin, Or",San Mateo College
0,Alyssa Dincoff,Fr,5'7,"Home Schooled, Ca",San Diego City College
1,Bianca Hawlish,Fr,6'1,J Serra HS,San Diego City College
2,Bree Reid,Fr,5'5,Sweetwater HS,San Diego City College
3,Brielle McKinnon,Fr,5'10,Highland HS,San Diego City College
4,Elise Sanzeri,Fr,5'10,Bret Harte HS,San Diego City College
5,Isabella Rubio,Fr,5'5,Mar Vista HS,San Diego City College
6,Izzy DeNardi,Fr,5'8,Coronado HS,San Diego City College
7,Julia Ferraro,Fr,5'11,Mercy Burlingame HS,San Diego City College
8,Lyssette Serna,Fr,5'7,Montgomery HS,San Diego City College
9,Malea Weakland,Fr,5'7,Mt Miguel HS,San Diego City College
10,Mariah Wonders,,,,San Diego City College
11,Marissa Thomas,Fr,5'5,Oak Ridge HS,San Diego City College
12,Megan Seyer,R-So,5'8,Lyons Township HS,San Diego City College
13,Shatha Julima,Fr,5'10,Hoover HS,San Diego City College
